VIN,Error Code,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Body Class,Doors,Gross Vehicle Weight Rating From,Trailer Type Connection,Trailer Body Type,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Bus Floor Configuration Type,Bus Type,Drive Type,Brake System Type,Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Fuel Type - Primary,Engine Configuration,Other Engine Info,Turbo,Seat Belt Type,Front Air Bag Locations,Side Air Bag Locations,Tire Pressure Monitoring System (TPMS) Type,Wheel Base (inches) From,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Axles,Battery Voltage (Volts) From,Engine Model,Fuel Type - Secondary,Engine Brake (hp) From,Electrification Level,Engine Manufacturer,Knee Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Keyless Ignition,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Forward Collision Warning (FCW),Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Blind Spot Warning (BSW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Rear Cross Traffic Alert,Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Base Price ($),Fuel Delivery / Fuel Injection Type,Top Speed (MPH),Transmission Speeds,Valve Train Design,Curtain Air Bag Locations,Other Restraint System Info,Active Safety System Note,Series2,Rear Automatic Emergency Braking,Brake System Description,Blind Spot Intervention (BSI),Lane Centering Assistance,Note,Pretensioner,Trim2,Seat Cushion Air Bag Locations,Adaptive Driving Beam (ADB),Engine Stroke Cycles,Event Data Recorder (EDR),Cooling Type,Parking Assist,Windows,Additional Error Text,Engine Brake (hp) To,Wheel Base Type,Entertainment System,SAE Automation Level From,Battery Type,Wheel Base (inches) To,Battery Energy (kWh) From,Number of Battery Packs per Vehicle,EV Drive Unit,Track Width (inches),Curb Weight (pounds),Suggested VIN,Other Battery Info,Charger Power (kW)
5YJ3E1EAXPF666235,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5YJ3E1EA*PF,,TESLA,"TESLA, INC.",Model 3,2023,FREMONT,,,PASSENGER CAR,UNITED STATES (USA),,CALIFORNIA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,Electric,,Single Motor – Standard / Performance,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,Left-Hand Drive (LHD),5,2,Automatic,,,,,,BEV (Battery Electric Vehicle),,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,LED,Standard,,,,1,,,"Type 2 manual seatbelts (FR, SR*3) / PODS",,,Standard,,Standard,Optional,,,,,Standard,,Standard,,Optional,,,,,,,Lithium-Ion/Li-Ion,,,,Single Motor,,,,,
YV4102RK2L1474659,0,0 - VIN decoded clean. Check Digit (9th position) is correct,YV4102RK*L1,,VOLVO,VOLVO CAR CORPORATION,XC60,2020,TORSLANDA,,Momentum,MULTIPURPOSE PASSENGER VEHICLE (MPV),SWEDEN,Torslanda Plant,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,4,2000.0,122.04748818946,2.0,Gasoline,,MP=Medium Pressure / RPM: 5500,Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,112.8,,,,4,,,Left-Hand Drive (LHD),5,2,Automatic,2,,B4204T (MP),,250,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,,,,Standard,,,Standard,,Standard,,Standard,Standard,LED,Standard,,,,8,,1st and 2nd Rows,"3 point seatbelt on all designated seating positions, Seat mounted side airbags (1st row), Inflatable curtain (1st & 2nd row )",,,,,,,Version Divider: (formerly emission code) - ULEV (XC40/V90/V90CC/XC90/XC60/S90) / SULEV (V90/V90CC/XC90/XC60/S90/S60/V60)  ,,,,Standard,,,,,,,,,,,,,,,,,,,,
1GKKVTED4CJ147691,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1GKKVTED*CJ,,GMC,GENERAL MOTORS LLC,Acadia,2012,LANSING - DELTA TOWNSHIP,,Denali,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),GMNA,MICHIGAN,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,Hydraulic,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,LLT,,,,GM,,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,,Dual Overhead Cam (DOHC),All Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1FTER4FH8MLD86607,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FTER4FH*ML,,FORD,FORD MOTOR COMPANY,Ranger,2021,WAYNE,XL/XLT/Lariat,SuperCrew,TRUCK,UNITED STATES (USA),Michigan Assembly,MICHIGAN,Pickup,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,,2300.0,140.35461141788,2.3,Gasoline,,TIVCT 4V,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,Crew/Super Crew/Crew Max,,,,,,,,,,,,,,Ford,,Standard,Standard,Standard,Standard,,,,Standard,Standard,,,,,,Standard,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,
SALZM2GX5LH027834,0,0 - VIN decoded clean. Check Digit (9th position) is correct,SALZM2GX*LH,,LAND ROVER,JAGUAR LAND ROVER LIMITED,Range Rover Evoque,2020,HALEWOOD,,HSE,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED KINGDOM (UK),,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,4,2000,122.0474881894,2,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,105.50,,,,4,20,20,Left-Hand Drive (LHD),5,2,Automatic,2,,AJ20P,Electric,296,Mild HEV (Hybrid Electric Vehicle),,,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Standard,Not Available,Standard,LED,Standard,55800,,,9,,,,,,,,,,,,MHEV,,Standard,,Not Available,,Standard,,,,,,,,,,,,,,,,
1FM5K8F88FGA60227,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FM5K8F8*FG,,FORD,FORD MOTOR COMPANY,Explorer,2015,CHICAGO,,Limited,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Chicago Assembly,ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,Ti-VCT,,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,,,,,,,,,,,,,,,,290,,Ford,Passenger Seat Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ZVBP8AM4E5293638,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1ZVBP8AM*E5,,FORD,"AUTO ALLIANCE INTERNATIONAL, USA",Mustang,2014,FLAT ROCK,,V6 Coupe,PASSENGER CAR,UNITED STATES (USA),Auto Alliance International,MICHIGAN,Coupe,2,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,6,3700.0,225.78785315050,3.7,Gasoline,V-Shaped,4V,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,,,305,,Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM0GE9F25M1488677,0,0 - VIN decoded clean. Check Digit (9th position) is correct,NM0GE9F2*M1,,FORD,"FORD OTOMOTIV SANAYI A.S., TURKEY",Transit Connect,2021,VALENCIA,,XLT,TRUCK,SPAIN,,,Van,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Hydraulic,4,2000.0,122.04748818946,2.0,Gasoline,In-Line,Fuel Injection Type: GDI,,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,,,,,,,,,,,,,,,,162,,Ford,,Standard,,,Standard,,,Optional,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Halogen,Standard,,,,,,,,,Wagon Body Style,,,,,,,,,,,,,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,Long,,,,,,,,,,,,
1FM5K8D86DGA65006,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1FM5K8D8*DG,,FORD,FORD MOTOR COMPANY,Explorer,2013,CHICAGO,,XLT,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Chicago Assembly,ILLINOIS,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Hydraulic,6,3500.0,213.58310433156,3.5,Gasoline,V-Shaped,Ti-VCT,,Manual,1st Row (Driver and Passenger),1st and 2nd and 3rd Rows,Direct,,,,,,,,,,,,,,,,290,,Ford,Passenger Seat Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3N1AB7AP9JY326697,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB7AP*JY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2018,AGUASCALIENTES,,,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1800.0,109.84273937051,1.8,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,106.3,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,,2,,,,130,,,,Standard,Standard,,Standard,,Standard,,,,,,,,,Standard,,,,,,16685,,118,,,1st and 2nd Rows,2nd row outboard and center 3-point manual belts,"Rear Cross Traffic Alert: Optional for SR trim, Standard for SL trim; Traction Control: Standard for Dynamic Brake Support; Blind Sport Detection: Optional for SR trim, Standard for SL trim; Crash Imminent Braking: Optional for S trim, Standard for SV, SR and SL trims; Adaptive Cruise Control: Optional for SR and SL trims",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1HGCR2F38DA199672,0,0 - VIN decoded clean. Check Digit (9th position) is correct,1HGCR2F3*DA,,HONDA,"AMERICAN HONDA MOTOR CO., INC.",Accord,2013,MARYSVILLE,,LX,PASSENGER CAR,UNITED STATES (USA),,OHIO,Sedan/Saloon,4,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,2356,144,2.4,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Indirect,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,Continuously Variable Transmission (CVT),,,K24W1,,185,,Honda,,,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),1st and 2nd Rows,"seat belts: front, rear, rear center",,,,,,,,,,,,,,Water,,,,,,,,,,,,,,,,,
KMHCT4AE8GU981148,0,0 - VIN decoded clean. Check Digit (9th position) is correct,KMHCT4AE*GU,,HYUNDAI,HYUNDAI MOTOR CO,Accent,2016,ULSAN,,GS / GLS,PASSENGER CAR,SOUTH KOREA,Hyundai Motor Company,,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,1600.0,97.63799055157,1.6,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,DOHC GDI GAMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,Stoichiometric Gasoline Direct Injection (SGDI),,,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5UXKR0C31H0X78984,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5UXKR0C3*H0,,BMW,BMW MANUFACTURER CORPORATION / BMW NORTH AMERICA,X5,2017,GREER,,xDrive35i,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,SOUTH CAROLINA,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,AWD/All-Wheel Drive,,6,2979.1682352,181.8,3,Gasoline,,,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,115.50,,,,4,19,19,Left-Hand Drive (LHD),5,2,Automatic,2,,,,300,,,1st Row (Driver and Passenger),Standard,Standard,Standard,Standard,,Standard,Optional,Optional,Optional,Standard,,Optional,Optional,Optional,Standard,,Optional,Standard,,Standard,58900.00,,130,8,,1st and 2nd Rows,Pretensioners for Driver and Front Passenger.,,,,,,,,Yes,,,Standard,,,,Optional,,,,,,,,,,,,,,,,
5NPD84LF6HH078217,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5NPD84LF*HH,,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Elantra,2017,MONTGOMERY,,"SE Popular Pkg, SE Tech pkg, Limited",PASSENGER CAR,UNITED STATES (USA),HYUNDAI MOTOR MANUFACTURING ALABAMA LLC (HMMA),ALABAMA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,2000,122.0474881894,2,Gasoline,,NU,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,106.30,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,17,17,Left-Hand Drive (LHD),5,2,,2,,,,147,,HMC,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,Optional,Optional,,Standard,Optional,Standard,,Optional,Standard,,,Standard,,Standard,22350,Multipoint Fuel Injection (MPFI),132,,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,,,,,,,,,,Optional,,,,,,,,,,,,,,,,,,,,
4T1BE32K52U106655,0,0 - VIN decoded clean. Check Digit (9th position) is correct,4T1BE32K*2U,,TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Camry,2002,GEORGETOWN,MCV30L/ACV30L,,PASSENGER CAR,UNITED STATES (USA),"Toyota Motor Manufacturing, Kentucky, Inc.",KENTUCKY,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,2362,146.45698582735,2.4,Gasoline,In-Line,,,Manual,1st Row (Driver and Passenger),,,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,,,,,,2AZ-FE,,157,,Toyota,,,,,,,,,,,,,,,,,,,,,,,,,,Dual Overhead Cam (DOHC),,,,,,,,,,,,,,,,Water,,,,170,,,,,,,,,,,,,
JA4AS3AA2JZ068198,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JA4AS3AA*JZ,,MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Eclipse Cross,2018,OKAZAKI,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,,AICHI,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4x2,,4,1500.0,91.53561614209,1.5,Gasoline,In-Line,5500rpm,,Manual,1st Row (Driver and Passenger),,,105.10,,,,4,18,18,Left-Hand Drive (LHD),5,2,,2,,TC/IC MIVEC,,152,,,,Standard,Standard,Standard,Standard,,,,,,Standard,,,,,Standard,,,Standard,,Standard,23295.00,,118,,Dual Overhead Cam (DOHC),1st and 2nd Rows,,"Hill Start Assist; Rear Cross Traffic Alert: Standard for SE S-AWC and SEL S-AWC trims; Lane Departure Warning, Forward Collision Warning, PAEB, Crash Imminent, Adaptive Driving Beam, Adaptive Cruise Control: Optional for SEL S-AWC; Blind Spot Detection: Standard for SE S-AWC and SEL S-AWC; Keyless Ignition: Standard for SE S-AWC and SEL S-AWC trims",Wagon body style,,,,,Price Class: Medium,,,1st and 2nd Rows,,,,,,,,,,,,,,,,,,,,,
2T3A1RFV8KW049650,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2T3A1RFV*KW,,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2019,WOODSTOCK,AXAA52L/AXAA54L/AXAH54L,XLE Premium,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2487,152,2.5,Gasoline,In-Line,PORT+DIRECT,,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,105.90,,,,4,19,19,Left-Hand Drive (LHD),5,2,Automatic,2,,A25A-FKS,,203,,Toyota,Driver Seat Only,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,,Standard,Standard,,Standard,29650.00,,,8,Dual Overhead Cam (DOHC),All Rows,,,Wagon body style,,,,,RAV4 LE - FWD (4X2),,,Passenger Seat Only,,4,,,,,,,,CD + Stereo,,,,,,,,,,,
5NPEJ4J21MH101714,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5NPEJ4J2*MH,,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Sonata,2021,,,SEL Plus,PASSENGER CAR,UNITED STATES (USA),HYUNDAI MOTOR MANUFACTURING ALABAMA,ALABAMA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,,1600.0,97.63799055157,1.6,Gasoline,,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,111.80,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,19,19,Left-Hand Drive (LHD),5,2,Automatic,2,,T-GDI GAMMA II,,,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,LED,Standard,,,,8,Dual Overhead Cam (DOHC),1st and 2nd Rows,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,
2C3CDXHGXKH674350,0,0 - VIN decoded clean. Check Digit (9th position) is correct,2C3CDXHG*KH,,DODGE,FCA CANADA INC.,Charger,2019,BRAMPTON,,GT,PASSENGER CAR,CANADA,Brampton Assembly,ONTARIO,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,RWD/Rear-Wheel Drive,,6,3600.0,219.68547874103,3.6,Gasoline,V-Shaped,,,Manual,1st Row (Driver and Passenger),All Rows,,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,Left-Hand Drive (LHD),,,,,,,,292,,FCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active Belts: All Seating Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5NPEK4JC3NH137315,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5NPEK4JC*NH,,HYUNDAI,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Sonata,2022,,,"N Line, N Line Night",PASSENGER CAR,UNITED STATES (USA),HYUNDAI MOTOR MANUFACTURING ALABAMA,ALABAMA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,FWD/Front-Wheel Drive,,,2500.0,152.55936023683,2.5,Gasoline,,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,,,,,5,2,Automatic,,,T-GDI THETA III,,,,,Driver Seat Only,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,LED,Standard,,,,8,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belt: All Positions,,,Standard,,,,DN8a,,,,,,,,,,,,,,,,,,,,,,,,
5XXG34J2XMG057629,0,0 - VIN decoded clean. Check Digit (9th position) is correct,5XXG34J2*MG,,KIA,"KIA GEORGIA, INC",K5,2021,,,EX,PASSENGER CAR,UNITED STATES (USA),,GEORGIA,Sedan/Saloon,4,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,1600.0,97.63799055157,1.6,Gasoline,,,Yes,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,112.20,"Class 1: 6,000 lb or less (2,722 kg or less)",Not Applicable,Not Applicable,4,,,Left-Hand Drive (LHD),5,2,Automatic,2,,T-GDI GAMMA II,,,,KMC,Driver Seat Only,Standard,Standard,Standard,Standard,,,,,Standard,,Standard,,Standard,Standard,Standard,,,Standard,LED,Standard,,,,8,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belt: All Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3GCNDAEK6RG103359,0,0 - VIN decoded clean. Check Digit (9th position) is correct,3GCNDAEK*RG,,CHEVROLET,GENERAL MOTORS LLC,Silverado,2024,SILAO,1500,Work Truck,TRUCK,MEXICO,,,Pickup,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,Hydraulic,4,2700.0,164.76410905577,2.7,Gasoline,In-Line,"L4, SIDI, VVT, ALUM",Yes,Manual,1st Row (Driver and Passenger),1st Row (Driver and Passenger),Direct,,,,,,,,,,,,,,L3B,,,,,,Standard,Standard,Standard,Standard,,,Optional,Standard,Standard,Standard,Standard,Optional,Standard,Standard,Standard,Optional,,Standard,LED,Standard,,,,,Dual Overhead Cam (DOHC),All Rows,AY0 - Active Manual Belts,,,,,,,,,,,,,,,Optional,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,
JA4ARUAU5PU013326,0,0 - VIN decoded clean. Check Digit (9th position) is correct,JA4ARUAU*PU,U.S.,MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Outlander Sport,2023,KURASHIKI,,"S, ES, LE, SE, Ralliart, Rugged",MULTIPURPOSE PASSENGER VEHICLE (MPV),JAPAN,MIZUSHIMA PLANT,OKAYAMA PREFECTURE,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,4WD/4-Wheel Drive/4x4,,4,2000.0,122.04748818946,2.0,Gasoline,In-Line,Top Speed: 6000rpm,,Manual,1st Row (Driver and Passenger),1st and 2nd Rows,Direct,,,,,,,,,5,2,Continuously Variable Transmission (CVT),,,MIVEC,,148,,,,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Standard,Standard,,Standard,,Standard,,,Standard,LED,Standard,,,,1,Dual Overhead Cam (DOHC),1st and 2nd Rows,Seat Belts: All designated seating position / Curtain AB + Seat mounted AB,,Wagon Body Style,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,
